Author Name,Auth-ID,Number of Documents,Subject Area,Orc_ID,
"Davis, Evan T.",57885720000,1,"Multidisciplinary
",,
"Davis, G. C.",55454964400,1,"Medicine
",,
"Davis, John B.",55505829600,1,"Environmental Science
",,
"Davis, Steven P.",57194266708,1,"Materials Science
Engineering
Chemistry
Biochemistry, Genetics and Molecular Biology
",,
"Davis, Steven",57213776573,1,"Arts and Humanities
Social Sciences
Pharmacology, Toxicology and Pharmaceutics
",,
"Davis-Cox, Margaret I.",56713088200,1,"Medicine
Physics and Astronomy
Health Professions
",,
"Dawons, J. W.",24583528500,1,"Chemistry
Materials Science
Biochemistry, Genetics and Molecular Biology
",,
"Dawson, Caroline",8878212900,1,"Social Sciences
",,
"Day, Jeni",7403323232,1,"Psychology
",,
"D’Brant, Lianna Y.",57200363694,1,"Neuroscience
",,
"De, Modhurika",57200369174,1,"Neuroscience
",,
"de Caprio, Tony",6504745892,1,"Environmental Science
Pharmacology, Toxicology and Pharmaceutics
",,
"de Koning, A. P.Jason",57197620970,1,"Immunology and Microbiology
",,
"de Masi, Mary E.",57190056536,1,"Social Sciences
",,
"De Normand, Steph",57204168501,1,"Arts and Humanities
Health Professions
Medicine
",,
"de Oliveira, Emanuel A.C.",57210555852,1,"Chemistry
Materials Science
Medicine
Social Sciences
",,
"de Setto, Louis",6504551507,1,"Arts and Humanities
Medicine
Neuroscience
Psychology
",,
"Dean, D. E.",57068600400,1,"Physics and Astronomy
",,
"Dean, Devin B.",57198413070,1,"Earth and Planetary Sciences
",,
"Deaton, Sarah K.",56628778800,1,"Neuroscience
",,
"Deborah Mayne Brandau Reading Specialist Coordinator",57190352888,1,"Social Sciences
",,
"Dehghan–Chaleshtori, Marzieh",57213817828,1,"Social Sciences
Arts and Humanities
",,
"Deiber, Gwen",57025983800,1,"Social Sciences
",,
"Deitchman, J. A Y",19933738200,1,"Social Sciences
",,
"Deiulio, Aron",57204770568,1,"Biochemistry, Genetics and Molecular Biology
",,
"DeJulio, Anthony M.",56289742100,1,"Materials Science
Physics and Astronomy
Chemistry
",,
"del Corral, John C.",36837813200,1,"Environmental Science
",,
"Delaney, Harold",35204572500,1,"Chemical Engineering
",,
"Delliturri, Gianpiero",57203936894,1,"Medicine
Biochemistry, Genetics and Molecular Biology
",,
"DeLuca, David P.",7005374595,1,"Earth and Planetary Sciences
",,
"DeLuke, Susan V.",35344482400,1,"Medicine
Neuroscience
Psychology
",,
"DeMania, Michael E.",24283417500,1,"Social Sciences
Business, Management and Accounting
Psychology
",,
"Demme, Anthony",57194659640,1,"Physics and Astronomy
",,
"Deng-Nemer, Haoran",8116787000,1,"Chemical Engineering
Materials Science
",,
"Dennin, Marjorie K.",6603800248,1,"Medicine
Psychology
",,
"Denofrio, Daniel",26532630800,1,"Medicine
Social Sciences
",,
"Dermerjian, Kenneth L.",23469023300,1,"Earth and Planetary Sciences
Physics and Astronomy
",,
"Derrick Horton, Hayward",56866457800,1,"Social Sciences
",,
"Desemone, Cristina",57163875200,1,"Medicine
Immunology and Microbiology
Veterinary
Biochemistry, Genetics and Molecular Biology
",,
"Desemone, Graciela A.",20435306100,1,"Medicine
Psychology
",,
"Deshpande, Rhucha",57394000600,1,"Physics and Astronomy
",,
"Desole, Gloria R.",57037033400,1,"Social Sciences
",,
"Despain, Tamira Palmetto",35620008400,1,"Neuroscience
Pharmacology, Toxicology and Pharmaceutics
",,
"D’esposito, Rebecca J.",57554001600,1,"Medicine
Biochemistry, Genetics and Molecular Biology
",,
"Destin, Giovanny",56649361600,1,"Neuroscience
",,
"Detwiler, Susan",57200578300,1,"Social Sciences
",,
"Deutsch, W. G.",7006762140,1,"Immunology and Microbiology
",,
"Devenpeck, Gillian",57189424875,1,"Psychology
Social Sciences
",,
"Devetzoglou-Toliou, Stavrina",57224406789,1,"Engineering
Computer Science
",,
"Devine, B. D.",7004169214,1,"Medicine
",,
"DeVine, Tiffany",36463411700,1,"Medicine
Dentistry
Agricultural and Biological Sciences
Biochemistry, Genetics and Molecular Biology
",,
"Devkota, Bhumika",57397575600,1,"Psychology
",,
"DeVoe, Maxwell",57215293577,1,"Engineering
",,
"DeWeerd, Kim A.",57203969883,1,"Agricultural and Biological Sciences
Medicine
Biochemistry, Genetics and Molecular Biology
",,
"Dewitt-Parker, Joyce Y.",56786268300,1,"Medicine
",,
"Dhillon, S.",57212785158,1,"Neuroscience
",,
"Dhingra, Goutam Gupta M M",56947314500,1,"Biochemistry, Genetics and Molecular Biology
",,
"Di Benedetto, Katelyn",57223347143,1,"Social Sciences
Arts and Humanities
",,
"Diamond, D.",7102619761,1,"Environmental Science
Earth and Planetary Sciences
",,
"Diamond, Guthrie",56924716900,1,"Environmental Science
Chemistry
",,
"DiAngelo, Stephen",6602944053,1,"Social Sciences
",,
"Diaz-Myers, Angelina",26655446300,1,"Medicine
",,
"DiCaterino, Ann",6504756051,1,"Engineering
",,
"DiCiurcio, Thomas L.",6504566005,1,"Psychology
",,
"Dickman, Zachary T.",57220116103,1,"Social Sciences
",,
"Dillon, Chasen R.",57712005400,1,"Psychology
Social Sciences
",,
"Dina, Francis",55333480600,1,"Psychology
",,
"Dinesh Fernando, Guy",57191771088,1,"Economics, Econometrics and Finance
Business, Management and Accounting
",,
"Dipierro, Lorraine T.",57017268100,1,"Chemistry
Materials Science
",,
"Direnzo, Gregory",54412088700,1,"Medicine
Immunology and Microbiology
",,
"Dirks, Jane D.",57188801467,1,"Social Sciences
Arts and Humanities
",,
"Ditcheka, Sarah D.",57190133023,1,"Earth and Planetary Sciences
",,
"Dixon, Shrijna",57382949000,1,"Social Sciences
Arts and Humanities
",,
"D’Moore, Desirée",57217195391,1,"Materials Science
Physics and Astronomy
Medicine
",,
"Dodge, Jennifer",57711497000,1,"Earth and Planetary Sciences
Environmental Science
",,
"Dodge, Laura M.",16452099600,1,"Social Sciences
",,
"Doerner, J. F.",36966834700,1,"Immunology and Microbiology
Agricultural and Biological Sciences
Biochemistry, Genetics and Molecular Biology
",,
"Doherty, Jeffery Ernest",57222296943,1,"Economics, Econometrics and Finance
Social Sciences
",,
"Dolan, Scott",54976683400,1,"Social Sciences
Arts and Humanities
",,
"Dole, Caitlin J.",57209833238,1,"Social Sciences
",,
"Donahue, Mary P.",14319023300,1,"Psychology
Business, Management and Accounting
",,
"Donald Wilken, D. R.",57189287779,1,"Mathematics
",,
"Donnaruma, Colin",54917421300,1,"Economics, Econometrics and Finance
Arts and Humanities
",,
"Donovan, Brooke M.",9247867500,1,"Psychology
",,
"Donovan, Robert Alan",57191006748,1,"Arts and Humanities
Biochemistry, Genetics and Molecular Biology
",,
"Donovan, Sarah A.",51561144600,1,"Psychology
",,
"Donovan, Stella E.F.",7103235049,1,"Social Sciences
",,
"Dotterer, Krista",57882077500,1,"Earth and Planetary Sciences
",,
"Dougherty, James",57225759499,1,"Medicine
",,
"Dowd, D. J.",57200831450,1,"Neuroscience
",,
"Dowling, Anne M.",37080540800,1,"Medicine
Social Sciences
",,
"Downing, Greg",36907386500,1,"Physics and Astronomy
Engineering
",,
"Downing, T. A.",7004604311,1,"Medicine
",,
"Dranichak, N. M.",6504328955,1,"Immunology and Microbiology
Agricultural and Biological Sciences
",,
"Dreher, Ulrike",7801661160,1,"Biochemistry, Genetics and Molecular Biology
",,
"Dreisinger, Milton",57190357298,1,"Psychology
Social Sciences
",,
"Drelich, Jordan",56966412200,1,"Biochemistry, Genetics and Molecular Biology
Medicine
",,
"Dressler, Rachel",57189197169,1,"Arts and Humanities
Social Sciences
",,
"Dressler, Rachel",57195779841,1,"Arts and Humanities
",,
"Drew, D. A.",7102081919,1,"Earth and Planetary Sciences
Environmental Science
",,
"Drew, Robert S.",57216333077,1,"Social Sciences
",,
"Du, Wei",57908925100,1,"Computer Science
",,
"Duan, Mingyuan",55585591900,1,"Engineering
",,
"Dubicka, Irene",6504462331,1,"Medicine
Psychology
Neuroscience
",,
"Dubin, R. R.",57043489700,1,"Physics and Astronomy
",,
"Dubois, Elisabeth",57658040900,1,"Computer Science
Decision Sciences
",,
"Dudck, Bruce C.",16439432400,1,"Pharmacology, Toxicology and Pharmaceutics
",,
"Dufford, Anna",57204779819,1,"Psychology
",,
"Duffy, Caryn K.",18433598300,1,"Neuroscience
Psychology
",,
"Duffy, Connor",57215280716,1,"Medicine
",,
"Dukek, Bruce C.",8917201600,1,"Neuroscience
Biochemistry, Genetics and Molecular Biology
Pharmacology, Toxicology and Pharmaceutics
Social Sciences
Medicine
",,
"Dukett, Jed",57736611000,1,"Chemistry
Environmental Science
",,
"Dul, E.",55272023300,1,"Medicine
Biochemistry, Genetics and Molecular Biology
",,
"Dulgar-Tulloch, Lisa",39961188400,1,"Medicine
Psychology
",,
"Dumin, Mary",24435742200,1,"Social Sciences
",,
"Duncan, Tim",15135562100,1,"Psychology
Social Sciences
",,
"Dundon, Christopher P.",23014423900,1,"Physics and Astronomy
",,
"Dung, Mei H.",36755100500,1,"Materials Science
Chemical Engineering
",,
"Dunlop, Nancy",57202131393,1,"Social Sciences
",,
"Dunn, Anita E.",57188883083,1,"Social Sciences
",,
"Dunn, Kathleen",57217653798,1,"Materials Science
Energy
Biochemistry, Genetics and Molecular Biology
Chemical Engineering
",,
"Dunne, James R.",36594479400,1,"Social Sciences
Mathematics
Physics and Astronomy
Biochemistry, Genetics and Molecular Biology
",,
"Dupuree-Bruno, Lisa M.",57189653627,1,"Business, Management and Accounting
Arts and Humanities
Psychology
",,
"Durham, J.",57216075932,1,"Environmental Science
",,
"Dürr, H.",23021077600,1,"Chemistry
",,
"Duston, B.",57069001900,1,"Physics and Astronomy
",,
"Dutkewicz, Vincent",57148154300,1,"Environmental Science
",,
"Dye, Maureen",57212940853,1,"Psychology
",,
"Dygert, Remy",57226881737,1,"Engineering
",,
"Dzurica, Susan",24293397600,1,"Environmental Science
",,
"Eacker, Halley",57208511587,1,"Arts and Humanities
Health Professions
Social Sciences
",,
"Eager, Rachel",57194105097,1,"Immunology and Microbiology
",,
"Eagle, Shu Yi",57219054683,1,"Social Sciences
Arts and Humanities
",,
"Eby Clemens, Lauren",57189708405,1,"Arts and Humanities
Social Sciences
",,
"Eckstein, Jerome",57190334063,1,"Social Sciences
",,
"Eckstein, Jerome",57205028539,1,"Arts and Humanities
",,
"Edelson, Ivan",6504760752,1,"Medicine
Social Sciences
Biochemistry, Genetics and Molecular Biology
",,
"Edick, George F.",6505555129,1,"Biochemistry, Genetics and Molecular Biology
Neuroscience
",,
"Edward Bracken, W.",6504392623,1,"Earth and Planetary Sciences
",,
"Edwards, Amani",57218609061,1,"Business, Management and Accounting
",,
"Edwina, L. Dorch",40261245000,1,"Medicine
Nursing
",,
"Efstadhiadis, H.",6504476832,1,"Physics and Astronomy
Engineering
",,
"Egbanum, Ikechukwu",57218122272,1,"Immunology and Microbiology
",,
"Egbunam, Ikechukwu",57222604725,1,"Immunology and Microbiology
Biochemistry, Genetics and Molecular Biology
Pharmacology, Toxicology and Pharmaceutics
Health Professions
Medicine
Neuroscience
",,
"Eggleston, Robin",57191938422,1,"Social Sciences
",,
"Eggleston, Samantha",15135608300,1,"Social Sciences
",,
"Ekanayake, Sachini Piyoni",57551499500,1,"Computer Science
",,
"Ekirch, A. A.",6504568454,1,"Earth and Planetary Sciences
Environmental Science
",,
"Elia, Timothea",16155641700,1,"Neuroscience
",,
"Ellinwood, Dewitt Clinton",57157283300,1,"Social Sciences
",,
"Elliott, Carolyn S.",57025494100,1,"Social Sciences
",,
"Elliott, Lynne",36856193400,1,"Medicine
Psychology
",,
"Elliott, Mara",55743731900,1,"Social Sciences
",,
"Ellis, C.",57225383262,1,"Social Sciences
",,
"Elmaliki, Kristine M.",57195961096,1,"Medicine
Biochemistry, Genetics and Molecular Biology
Nursing
",,
"Emerson, Sharon",57225753560,1,"Agricultural and Biological Sciences
",,
"Engelberg, Bernard",16165588400,1,"Psychology
Medicine
",,
"Engle, Adam S.",15133861800,1,"Chemistry
",,
"Epstein, David Yisrael",57810042700,1,"Social Sciences
",,
"Epstein, Henry J.",57196795191,1,"Medicine
",,
"Eraser, Joanne M.",56360304700,1,"Pharmacology, Toxicology and Pharmaceutics
",,
"Ericson, Rayna",37087088600,1,"Social Sciences
",,
"Erner, Philip M.",35203230600,1,"",,
"Ernst, J. A.",57556682800,1,"Physics and Astronomy
",,
"Eszter, Szalczer",56409852200,1,"Arts and Humanities
",,
"Et Al",15032859700,1,"Materials Science
",,
"Ether, John A.",57017284300,1,"Social Sciences
",,
"Ettlenne, Earl",57193297290,1,"Biochemistry, Genetics and Molecular Biology
",,
"Etzler, C. A.",6506122085,1,"Biochemistry, Genetics and Molecular Biology
",,
"Evan, Jo Beth W.",16405113700,1,"Psychology
Social Sciences
",,
"Evenson, Sara C.",57837220300,1,"Arts and Humanities
",,
"F Luna-Reyes, Luis",57224686345,1,"Computer Science
",,
"Fabri, Antonella",57217944955,1,"Arts and Humanities
Social Sciences
",,
"Facteau, Emily M.",57214077509,1,"Biochemistry, Genetics and Molecular Biology
Medicine
",,
"Fadhil Alsaedi , Rana",57223845935,1,"Social Sciences
",,
"Fahssi, Walid M.",57226483094,1,"Chemistry
Pharmacology, Toxicology and Pharmaceutics
Biochemistry, Genetics and Molecular Biology
",,
"Falconer, R. E.",57534929000,1,"Environmental Science
Earth and Planetary Sciences
",,
"Falconer, Raymond E.",7102765397,1,"Earth and Planetary Sciences
",,
"Falk, Dean",57209801997,1,"Social Sciences
",,
"Faltermeier, Jonathan",57206226725,1,"Physics and Astronomy
Engineering
",,
"Fama, Linda D.",8084102900,1,"Psychology
",,
"Fan, Weimiao",35236534600,1,"",,
"Fan, Xinhao",57320742100,1,"Chemistry
Biochemistry, Genetics and Molecular Biology
Pharmacology, Toxicology and Pharmaceutics
",,
"Fandrich, K. M.",57429305300,1,"Earth and Planetary Sciences
",,
"Fanti, Joseph A.",56323230100,1,"Biochemistry, Genetics and Molecular Biology
Medicine
",,
"Farquhar, Collin",57222361949,1,"Physics and Astronomy
",,
"Farrell, Carole Case",57189653853,1,"Arts and Humanities
Medicine
Psychology
",,
"Farruggio, N.",57219336409,1,"Engineering
Earth and Planetary Sciences
",,
"Farrugia, Christine A.",55830584600,1,"Social Sciences
",,
"Fatmi, Syed Soheb",57337304400,1,"Medicine
",,
"Faye, Margaret",24283651000,1,"Social Sciences
Business, Management and Accounting
Psychology
",,
"Fei, Jingyi",57215026103,1,"Social Sciences
",,
"Feinberg Feinberg, Richard N.",57191086932,1,"Agricultural and Biological Sciences
",,
"Feldman, Leah S.",7202789921,1,"Immunology and Microbiology
",,
"Felsen, Karl E.",57190316666,1,"Arts and Humanities
",,
"Feng, J.",57154249200,1,"Mathematics
",,
"Feng, Jinfu",24794221900,1,"Mathematics
",,
"Feng, Y. P.",56300461000,1,"Materials Science
",,
"Feng, Y. Q.",24166179700,1,"Physics and Astronomy
Materials Science
",,
"Feng, Yunlong",57767233300,1,"Biochemistry, Genetics and Molecular Biology
",,
"Feng-Chen, Kuo Ching",6508198550,1,"Biochemistry, Genetics and Molecular Biology
Multidisciplinary
",,
"Fernandez, Barbara Quigley",7201505065,1,"Business, Management and Accounting
Social Sciences
Psychology
",,
"Ferraiolo, Kyle",57194331511,1,"Agricultural and Biological Sciences
",,
"Ferreira, Eduardo B.",56497520900,1,"Materials Science
Chemistry
",,
"Ferrin, Howard H.",25949823900,1,"Psychology
Medicine
",,
"Ferro, Richard",57193878188,1,"Mathematics
",,
"Fesseha, Solomon",6504101675,1,"Physics and Astronomy
",,
"Field, Brenda",57191085984,1,"Biochemistry, Genetics and Molecular Biology
",,
"Fields, Lanny Bruce",57209455344,1,"Social Sciences
",,
"Fiero, A.",6506710491,1,"Neuroscience
",,
"Figueroa, Renee Gibson",57193021020,1,"Social Sciences
",,
"Filato, Alexander S.",56593712600,1,"Engineering
Chemistry
Materials Science
",,
"Fingerman, Denise",6505509895,1,"Medicine
",,
"Finkelstein, Alfred",55574180827,1,"Biochemistry, Genetics and Molecular Biology
Chemistry
Materials Science
",,
"Finkelstein, Elsie L.",57203626284,1,"Psychology
Social Sciences
",,
"Finn, Fay Evanko",56975160300,1,"Social Sciences
Earth and Planetary Sciences
",,
"Finn, J.",7202433075,1,"Medicine
",,
"Finn, Mary M.",36006505600,1,"Neuroscience
Psychology
",,
"Finneran, A.",6504795754,1,"Biochemistry, Genetics and Molecular Biology
",,
"Firman, William D.",57190358901,1,"Social Sciences
Arts and Humanities
",,
"Firmery, Laura A.",6504227056,1,"Medicine
Agricultural and Biological Sciences
",,
"Fischer, Andrea",26421619800,1,"Medicine
",,
"Fischer, Kurt W.",57220756453,1,"",,
"Fisher, Brian",57198130651,1,"Social Sciences
",,
"Fisher, J. P.",56981991900,1,"Neuroscience
Pharmacology, Toxicology and Pharmaceutics
",,
"Fishgold, Gunther",6507668551,1,"Social Sciences
Economics, Econometrics and Finance
",,
"Fitzgerald, Bridget",7101809761,1,"Social Sciences
",,
"Fitzgerald, Greg S.",57222407875,1,"Physics and Astronomy
Chemistry
",,
"Fitzpatrick, Jessica",36986680100,1,"Social Sciences
",,
"Fitzpatrick, Sean",57225460154,1,"Multidisciplinary
",,
"Flamberg, Alan",57224422738,1,"Physics and Astronomy
Chemistry
",,
"Flaum, Jennifer B.",57211065416,1,"Environmental Science
",,
"Fleischner, Jennifer",57189283052,1,"Arts and Humanities
",,
"Fleming, James T.",55419584400,1,"Arts and Humanities
Social Sciences
Psychology
",,
"Fleming, Molly",57205111179,1,"Environmental Science
",,
"Fletcher, Barbara A.",57197337877,1,"Medicine
Biochemistry, Genetics and Molecular Biology
",,
"Fletcher, Carryn E.M.",24301249300,1,"Psychology
Social Sciences
",,
"Flierl, Howard H.",56930398900,1,"Social Sciences
Earth and Planetary Sciences
",,
"Flint, Gail A.",57190058340,1,"Social Sciences
",,
"Flint, Jessica L.",7102999230,1,"Biochemistry, Genetics and Molecular Biology
Multidisciplinary
",,
"Florentin, Danielle",57202913139,1,"Psychology
Social Sciences
",,
"Flores-Penalba, Sonia",57191078571,1,"Biochemistry, Genetics and Molecular Biology
Chemistry
",,
"Flugsrud, Marcia",57011318800,1,"Social Sciences
",,
"Flynn, Karen Coen",57670390500,1,"Medicine
",,
"Flynn, Kathleen Hutchinson",57214887082,1,"Social Sciences
",,
"Fogelman, Martin",57030263400,1,"Social Sciences
Business, Management and Accounting
Computer Science
",,
"Fokoua-Dongmo, Christophe Maxime",57203845907,1,"Medicine
",,
"Fonda, Carrie",57217679260,1,"Psychology
Medicine
",,
"Forbes, Anne Kay",23008210700,1,"Biochemistry, Genetics and Molecular Biology
Medicine
",,
"Ford, T.",57220707310,1,"Physics and Astronomy
",,
"Forrest, Nathan T.",57221803896,1,"Biochemistry, Genetics and Molecular Biology
",,
"Fortunato, V. J.",7004161153,1,"Nursing
Social Sciences
",,
"Fosset, James W.",35086006400,1,"Medicine
",,
"Franchini, Billie Bennett",57200178366,1,"Arts and Humanities
Social Sciences
",,
"Franconere, Vincent T.",57025053700,1,"Psychology
",,
"Frank, C. W.",57198189844,1,"Materials Science
",,
"Frank, Corey J.",57372088800,1,"Neuroscience
Medicine
Biochemistry, Genetics and Molecular Biology
",,
"Frank, Nancy",57190057846,1,"Social Sciences
",,
"Frankie, Alan",57153020400,1,"Economics, Econometrics and Finance
Business, Management and Accounting
",,
"Franklin, Kolbe",56208992300,1,"Social Sciences
",,
"Franklin-Panek, Christine",56980543200,1,"Psychology
Arts and Humanities
",,
"Franquist, Eric",56624492100,1,"Materials Science
Physics and Astronomy
Chemistry
",,
"Frederic, Deng F.",6506888170,1,"Social Sciences
",,
"Frederick, Daniel",56556257100,1,"Biochemistry, Genetics and Molecular Biology
",,
"Frederick, Robert W.",57190478650,1,"Arts and Humanities
Social Sciences
",,
"Frederickson, Anne K.",57195025987,1,"Social Sciences
Psychology
",,
"Freeman, R. B.",57203494346,1,"Medicine
",,
