"","Author.Name","Auth.ID","Number.of.Documents","Subject.Area","Orc_ID","X"
"5802","Prostko Brendon",15749376100,1,"Psychology
Arts and Humanities
Neuroscience
","",NA
"5803","Prout Jeff",57194870952,1,"Medicine
","",NA
"5804","Prunty Robin",57189176113,1,"Social Sciences
","",NA
"5805","Przybyo Vanessa",57211295702,1,"Earth and Planetary Sciences
","",NA
"5806","Pu Ruby Y.",7005182946,1,"Biochemistry, Genetics and Molecular Biology
Chemistry
","",NA
"5807","Pucci Camille",6701496463,1,"Biochemistry, Genetics and Molecular Biology
","",NA
"5808","Purcell Michael",57216045399,1,"Agricultural and Biological Sciences
","",NA
"5809","Purtell Robert M.",57209003373,1,"Social Sciences
","",NA
"5810","Qian Xaio Wen",7402052451,1,"Physics and Astronomy
Engineering
","",NA
"5811","Qingfen Gan",24379943100,1,"Chemistry
Materials Science
Biochemistry, Genetics and Molecular Biology
","",NA
"5812","Qrville Richard E.",23081578100,1,"Multidisciplinary
","",NA
"5813","Quah Joy",57210640128,1,"Social Sciences
Arts and Humanities
Computer Science
","",NA
"5814","Quarrier Scott",57434307200,1,"Biochemistry, Genetics and Molecular Biology
","",NA
"5815","Querques Nicholas",57224160330,1,"Engineering
Chemical Engineering
Social Sciences
","",NA
"5816","Quigley Michael",7102627831,1,"Biochemistry, Genetics and Molecular Biology
","",NA
"5817","Quinn Kevin",56567596400,1,"Social Sciences
","",NA
"5818","Quinones Ilenis",57205320359,1,"Chemistry
Chemical Engineering
","",NA
"5819","Rabinowitz I.",23032161100,1,"Physics and Astronomy
","",NA
"5820","Raffaele R. A.",7004309101,1,"Chemistry
Physics and Astronomy
Materials Science
Energy
","",NA
"5821","Raffety Sean M.",12140317300,1,"Social Sciences
Arts and Humanities
","",NA
"5822","Raghavendra K.",57215978627,1,"Biochemistry, Genetics and Molecular Biology
","",NA
"5823","Rahim Bushra",57211516218,1,"Social Sciences
Business, Management and Accounting
","",NA
"5824","Rajbhandari Baibhav",57736214300,1,"Computer Science
","",NA
"5825","Ralbovsky Megan",55935928100,1,"Medicine
","",NA
"5826","Ramcharitar Justin",55178207700,1,"Medicine
Biochemistry, Genetics and Molecular Biology
","",NA
"5827","Ramírez María P.",57189652581,1,"Psychology
Mathematics
Social Sciences
","",NA
"5828","Ramundo Michael R.",57205222423,1,"Computer Science
Social Sciences
","",NA
"5829","Rao K. M.",57190612063,1,"Earth and Planetary Sciences
","",NA
"5830","Rapolu Radha",6504709957,1,"Biochemistry, Genetics and Molecular Biology
Pharmacology, Toxicology and Pharmaceutics
","",NA
"5831","Raskins Guy P.",57191398346,1,"Social Sciences
Psychology
","",NA
"5832","Ray Maile",57671591600,1,"Medicine
","",NA
"5833","Rayborn Lance",57203434394,1,"Environmental Science
Earth and Planetary Sciences
","",NA
"5834","Re Silvia",57208015591,1,"Psychology
Social Sciences
","",NA
"5835","Read Richard F.",7201365157,1,"Biochemistry, Genetics and Molecular Biology
Neuroscience
","",NA
"5836","Reagan Patricia",57189192503,1,"Business, Management and Accounting
Arts and Humanities
Psychology
","",NA
"5837","Recai Yucel M.",54391612500,1,"Medicine
","",NA
"5838","Rechnitzer B. W.",6504133409,1,"Physics and Astronomy
Computer Science
","",NA
"5839","Redick Bill",57132927800,1,"Chemistry
","",NA
"5840","Reeb J. J.",6603005774,1,"Earth and Planetary Sciences
Environmental Science
","",NA
"5841","Reed Deborah",57211404947,1,"Psychology
Social Sciences
","",NA
"5842","Reed Mary Beth",7401800094,1,"Psychology
Business, Management and Accounting
","",NA
"5843","Reed R. J.",57651673000,1,"Earth and Planetary Sciences
","",NA
"5844","Reed Rebecca",36777363000,1,"Materials Science
Energy
","",NA
"5845","Reedy William T.",57152772700,1,"Arts and Humanities
Social Sciences
","",NA
"5846","Rees Chris E.",57220721821,1,"Social Sciences
Psychology
","",NA
"5847","Reeves William G.",57190918306,1,"Chemistry
","",NA
"5848","Reich R.",7102747160,1,"Health Professions
Medicine
Social Sciences
","",NA
"5849","Reichen Bethany",57190753218,1,"Social Sciences
","",NA
"5850","Reid Parker",57218379757,1,"Social Sciences
","",NA
"5851","Reiman Anna Kaisa",57891990800,1,"Psychology
","",NA
"5852","Reinhold K. B.",57044349100,1,"Earth and Planetary Sciences
","",NA
"5853","Ren Jiacheng",57204158520,1,"Social Sciences
","",NA
"5854","Ren T.",57200050478,1,"Physics and Astronomy
Materials Science
","",NA
"5855","Renoni Ari",36683109400,1,"Social Sciences
Business, Management and Accounting
","",NA
"5856","Renshaw Perry F.",57195141660,1,"Social Sciences
Business, Management and Accounting
","",NA
"5857","Renshew Edward F.",57192354645,1,"Business, Management and Accounting
Decision Sciences
","",NA
"5858","Rethemeyer Karl",57217148940,1,"Social Sciences
Engineering
","",NA
"5859","Reuss Cecelia",6602684560,1,"Biochemistry, Genetics and Molecular Biology
","",NA
"5860","Reuter Johanna M.",7005314936,1,"Neuroscience
Biochemistry, Genetics and Molecular Biology
","",NA
"5861","Reyes Juanita",57217213066,1,"Arts and Humanities
Social Sciences
","",NA
"5862","Reyes-Diaz Lucia",55370382000,1,"Agricultural and Biological Sciences
Medicine
Biochemistry, Genetics and Molecular Biology
","",NA
"5863","Reynolds Collin J.",56610529100,1,"Medicine
","",NA
"5864","Reynolds Daniel K.",35774829200,1,"Medicine
","",NA
"5865","Reynolds Danielle",56988567100,1,"Social Sciences
","",NA
"5866","Reynolds Frances",35790748200,1,"Social Sciences
","",NA
"5867","Reynolds G. William",57190097189,1,"Social Sciences
Arts and Humanities
","",NA
"5868","Reynolds S.",7201868686,1,"Medicine
","",NA
"5869","Rhee Sung W.",55415482000,1,"Chemistry
","",NA
"5870","Rhodes Linda",56383999000,1,"Biochemistry, Genetics and Molecular Biology
","",NA
"5871","Rholb Young S.",57194813955,1,"Chemistry
","",NA
"5872","Rice William",57861589500,1,"Medicine
Biochemistry, Genetics and Molecular Biology
","",NA
"5873","Richardson A. H.",55418778000,1,"Medicine
","",NA
"5874","Richardson Jannetta C.",57902929100,1,"Earth and Planetary Sciences
","",NA
"5875","Richter Maurice N.",36808461000,1,"Multidisciplinary
","",NA
"5876","Richter Maurice N.",57638784300,1,"Social Sciences
","",NA
"5877","Richter Maurice N.",57641827000,1,"Social Sciences
Business, Management and Accounting
","",NA
"5878","Ricker Karina",35790389000,1,"Social Sciences
","",NA
"5879","Riddle J. W.",7005704159,1,"Medicine
Neuroscience
","",NA
"5880","Riis Anne Elizabeth",6602118124,1,"Engineering
","",NA
"5881","Riksheim Eric C.",24312860100,1,"Psychology
Social Sciences
","",NA
"5882","Riley E. P.",57215556480,1,"Medicine
Pharmacology, Toxicology and Pharmaceutics
Environmental Science
Biochemistry, Genetics and Molecular Biology
","",NA
"5883","Rine J.",57197562832,1,"Biochemistry, Genetics and Molecular Biology
Multidisciplinary
","",NA
"5884","Ringer-Hilfinger Kathryn",55418453800,1,"Social Sciences
","",NA
"5885","Ritmeester Arthur",55764496700,1,"Psychology
Medicine
","",NA
"5886","Ritter Shannon",35913503700,1,"Agricultural and Biological Sciences
","",NA
"5887","Rivera-Wilson Jerusalem",57226548611,1,"Social Sciences
","",NA
"5888","Rizzo Jeffrey",35337634000,1,"Social Sciences
Engineering
","",NA
"5889","Rizzolo M.",57217662404,1,"Engineering
Materials Science
","",NA
"5890","Roarke Amy E.",7801332932,1,"Psychology
","",NA
"5891","Roberston Neil M.",57204526169,1,"Biochemistry, Genetics and Molecular Biology
Chemistry
","",NA
"5892","Robert Pamela",57189652721,1,"Social Sciences
","",NA
"5893","Roberts Nancy L.",57327463400,1,"Social Sciences
Arts and Humanities
","",NA
"5894","Roberts Warren",57029609900,1,"Arts and Humanities
","",NA
"5895","Robertson Wenqian",57325724400,1,"Social Sciences
Computer Science
","",NA
"5896","Robin Kenneth",57206480787,1,"Physics and Astronomy
Social Sciences
","",NA
"5897","Robinson Brian",57010048400,1,"Chemical Engineering
Chemistry
","",NA
"5898","Robinson Charletta",56316075500,1,"Psychology
Medicine
Social Sciences
","",NA
"5899","Robinson Eleanor",56209515300,1,"Pharmacology, Toxicology and Pharmaceutics
Biochemistry, Genetics and Molecular Biology
","",NA
"5900","Robinson H. L.",36346239600,1,"Physics and Astronomy
","",NA
"5901","Robinson J.",57220837343,1,"Biochemistry, Genetics and Molecular Biology
","",NA
"5902","Robinson R. J.",7403879605,1,"Medicine
","",NA
"5903","Rockefeller Nelson A.",57046611200,1,"Social Sciences
","",NA
"5904","Rodd Sachary A.",6507025775,1,"Medicine
Neuroscience
Psychology
","",NA
"5905","Rodrigues Roselyn",57189900534,1,"Chemistry
","",NA
"5906","Rodriguez Marvin F.",57193513793,1,"Multidisciplinary
","",NA
"5907","Roe Katheryn A.",56139747200,1,"Social Sciences
","",NA
"5908","Rogers Donna",36873695500,1,"Social Sciences
","",NA
"5909","Rohrbough J.",6601994273,1,"Social Sciences
Business, Management and Accounting
","",NA
"5910","Rojas Yazmina",57221620317,1,"Earth and Planetary Sciences
","",NA
"5911","Rolfe Megan E.",54411040600,1,"Social Sciences
","",NA
"5912","Roman Lillian O.",7101826461,1,"Psychology
Medicine
","",NA
"5913","Root Luke",55430539800,1,"Energy
","",NA
"5914","Roper Richard",7007156787,1,"Medicine
Health Professions
Nursing
Social Sciences
","",NA
"5915","Rosca Oxana",57220057986,1,"Psychology
Computer Science
Social Sciences
","",NA
"5916","Rose Barry",24541417600,1,"Psychology
Arts and Humanities
Neuroscience
","",NA
"5917","Rosen Jeffrey S.",7402343294,1,"Agricultural and Biological Sciences
","",NA
"5918","Rosenblatt Robert",57210561229,1,"Chemistry
Materials Science
Medicine
Social Sciences
","",NA
"5919","Rosenkrantz J. D.",57195982224,1,"Computer Science
","",NA
"5920","Rosentcrantz Daniel J.",57196150565,1,"Mathematics
Computer Science
","",NA
"5921","Rosenthal Arthur",57216227371,1,"Biochemistry, Genetics and Molecular Biology
","",NA
"5922","Ross Anya E.",57361675500,1,"Engineering
Materials Science
","",NA
"5923","Ross Peter",55386898600,1,"Computer Science
","",NA
"5924","Rost Nichole",9041795300,1,"Psychology
","",NA
"5925","Roth Eric J.",57194889222,1,"Social Sciences
","",NA
"5926","Rotman Elliott B.",57036732900,1,"Psychology
","",NA
"5927","Roudebush E. Michele",57190926567,1,"Medicine
Social Sciences
","",NA
"5928","Rougle Eija",6504232758,1,"Social Sciences
","",NA
"5929","Rowe Brian",56012919000,1,"Agricultural and Biological Sciences
Biochemistry, Genetics and Molecular Biology
","",NA
"5930","Roy Anurupa",57223918833,1,"Social Sciences
Arts and Humanities
","",NA
"5931","Roy Kerrin Sendrowitz",35240563300,1,"Psychology
Business, Management and Accounting
","",NA
"5932","Roy M.",57196538583,1,"Engineering
Physics and Astronomy
","",NA
"5933","Roy N. A.",57200784165,1,"Physics and Astronomy
Engineering
","",NA
"5934","Roy Ribha",57199936284,1,"Physics and Astronomy
","",NA
"5935","Roytburd Luba",23490202800,1,"Psychology
Social Sciences
","",NA
"5936","Rriba Jeanette Alta",57200320296,1,"Psychology
Arts and Humanities
","",NA
"5937","Ruland Lindsay",36987681200,1,"Medicine
","",NA
"5938","Ruskin R. E.",6603699784,1,"Earth and Planetary Sciences
Environmental Science
","",NA
"5939","Russell Christine",57198904100,1,"Physics and Astronomy
Materials Science
","",NA
"5940","Russell Stephen J.",7401538157,1,"Social Sciences
Psychology
","",NA
"5941","Russo Guy",57639117200,1,"Pharmacology, Toxicology and Pharmaceutics
","",NA
"5942","Rust Edgar",6603957154,1,"Biochemistry, Genetics and Molecular Biology
","",NA
"5943","Ryan K. J.",57216114903,1,"Engineering
Physics and Astronomy
Materials Science
","",NA
"5944","Ryan Patricia",36868775900,1,"Psychology
","",NA
"5945","Rybka Krystyna A.",57577758800,1,"Neuroscience
","",NA
"5946","Rybstein Etta D.",6504581882,1,"Psychology
Neuroscience
","",NA
"5947","Ryder John",57195177682,1,"Social Sciences
Arts and Humanities
","",NA
"5948","Ryon D.",57224268396,1,"Medicine
","",NA
"5949","Sackett Anna L.",36515497300,1,"Psychology
","",NA
"5950","Sáenz Rebeca Herrero",57313142200,1,"Social Sciences
Arts and Humanities
","",NA
"5951","Sage J.",57197601478,1,"Neuroscience
","",NA
"5952","Saglimbeni Brianna",57492321200,1,"Neuroscience
Psychology
","",NA
"5953","Sahay Shailesh R.",7005926366,1,"Chemistry
","",NA
"5954","Saide George",57194509017,1,"Materials Science
Physics and Astronomy
Medicine
","",NA
"5955","Sajjad Fizza",57232182600,1,"Medicine
","",NA
"5956","Sakheim",16489184100,1,"Psychology
","",NA
"5957","Saland J.",57211970402,1,"Physics and Astronomy
Mathematics
","",NA
"5958","Salles Joao",54389925700,1,"Computer Science
","",NA
"5959","Salman Aneela",56567579700,1,"Social Sciences
Psychology
","",NA
"5960","Salzman Debra G.",16449675300,1,"Psychology
","",NA
"5961","Sammet Timo",6504248468,1,"Physics and Astronomy
Materials Science
","",NA
"5962","Sammis Becky",36006855600,1,"Neuroscience
Psychology
","",NA
"5963","Sanchez Julio C.",57189163897,1,"Business, Management and Accounting
","",NA
"5964","Sanchirico Andrew",57776081600,1,"Social Sciences
Arts and Humanities
","",NA
"5965","Sanjuan E. A.",6603550342,1,"Physics and Astronomy
Materials Science
","",NA
"5966","Sankaranarayanan S.",24429859200,1,"","",NA
"5967","Sano Akinobu",15133272800,1,"Chemical Engineering
Chemistry
Biochemistry, Genetics and Molecular Biology
","",NA
"5968","Santore Daniel",25825568400,1,"Social Sciences
","",NA
"5969","Saputo Derek",52964448600,1,"Social Sciences
Arts and Humanities
","",NA
"5970","Saraf Richa",57159262100,1,"Economics, Econometrics and Finance
","",NA
"5971","Sarathy Gautham",34870592600,1,"Biochemistry, Genetics and Molecular Biology
","",NA
"5972","Sarfo K.",7801506334,1,"Social Sciences
","",NA
"5973","Sarfoh Joseph A.",57189171866,1,"Social Sciences
","",NA
"5974","Sarkar P.",57225675819,1,"Biochemistry, Genetics and Molecular Biology
","",NA
"5975","Sarma2 Mukti H.",56952825600,1,"Biochemistry, Genetics and Molecular Biology
","",NA
"5976","Sarnia Mukti H.",57194814735,1,"Biochemistry, Genetics and Molecular Biology
","",NA
"5977","Sarnia Ramaswamy H.",57194812227,1,"Chemical Engineering
Chemistry
Biochemistry, Genetics and Molecular Biology
","",NA
"5978","Sarver C. C.",57215571039,1,"Social Sciences
","",NA
"5979","Sasaki Nozomi",57452215300,1,"Environmental Science
Medicine
","",NA
"5980","Sassaman Levi",57210863237,1,"Psychology
","",NA
"5981","Sau Li Chun",14323725100,1,"Social Sciences
","",NA
"5982","Sauerzopf Richard",6503918804,1,"Social Sciences
","",NA
"5983","Saunders J.",57198011838,1,"Multidisciplinary
","",NA
"5984","Saunders Noah S.",57221315735,1,"Neuroscience
","",NA
"5985","Savitt Joan N.",36860139200,1,"Medicine
","",NA
"5986","Savo R. M.",57189678210,1,"Biochemistry, Genetics and Molecular Biology
","",NA
"5987","Sawyer Mary H.",57189399644,1,"Social Sciences
Arts and Humanities
","",NA
"5988","Sayles Vaughn B.",6508152860,1,"Biochemistry, Genetics and Molecular Biology
","",NA
"5989","Schaefferr C. D.",24552526600,1,"Engineering
","",NA
"5990","Schall Victoria L.",56553953900,1,"Social Sciences
Psychology
","",NA
"5991","Scher Irwin",16061250500,1,"Social Sciences
Chemistry
","",NA
"5992","Scheu Katherine E.",55401824900,1,"Medicine
","",NA
"5993","Scheuerman K. W.",6507647692,1,"Earth and Planetary Sciences
Environmental Science
","",NA
"5994","Schimmrich S. H.",6506260572,1,"Environmental Science
Earth and Planetary Sciences
","",NA
"5995","Schleigh Amy",8749513700,1,"Arts and Humanities
Computer Science
Social Sciences
","",NA
"5996","Schlosberg S. B.",7801641266,1,"","",NA
"5997","Schmalberger D. C.",23055500900,1,"","",NA
"5998","Schmidt Joerg",56309252900,1,"Engineering
Physics and Astronomy
","",NA
"5999","Schmitt Thomas",35386975400,1,"Chemistry
","",NA
"6000","Schneider Erasmus",57682737900,1,"Agricultural and Biological Sciences
Medicine
Biochemistry, Genetics and Molecular Biology
","",NA
"6001","Schneider Erin",57219650440,1,"Psychology
Social Sciences
Computer Science
","",NA
"6002","Schneider Joanne",55465904800,1,"Medicine
","",NA
"6003","Schofield Linda D.",7006728401,1,"Medicine
Psychology
","",NA
"6004","Schroter E. H.",6602432045,1,"Biochemistry, Genetics and Molecular Biology
","",NA
"6005","Schultz Adriene",57198022595,1,"Biochemistry, Genetics and Molecular Biology
","",NA
"6006","Schultz Emily",57210261320,1,"","",NA
"6007","Schumacher John",56214919100,1,"Social Sciences
","",NA
"6008","Schuman Sondor",55391708200,1,"Social Sciences
Business, Management and Accounting
","",NA
"6009","Schurr Monica",57224730377,1,"Engineering
","",NA
"6010","Schuster Lesley",57215420239,1,"Neuroscience
","",NA
"6011","Schutz Amy D.",25935280900,1,"","",NA
"6012","Schwartz Andrew K.",57222357580,1,"Physics and Astronomy
","",NA
"6013","Schwartz Julie Favreau",56329888800,1,"Psychology
Arts and Humanities
","",NA
"6014","Schwarz-McMorris Shirley P.",6503884169,1,"Agricultural and Biological Sciences
","",NA
"6015","Schwarzschild Edward",36616532100,1,"Social Sciences
","",NA
"6016","Schweiger Emily M.",57200206894,1,"Social Sciences
Psychology
","",NA
"6017","Scicchitano John Salvatore",57210583571,1,"Social Sciences
","",NA
"6018","Scimecca Joseph A.",57217982758,1,"Social Sciences
","",NA
"6019","Scott Kathleen M.",57189171835,1,"Social Sciences
Arts and Humanities
","",NA
"6020","Sedransk Nell",57223805269,1,"Medicine
","",NA
"6021","Segal John P.",24523712100,1,"Engineering
Mathematics
Business, Management and Accounting
Decision Sciences
","",NA
"6022","Sehell Lawrence M.",6504758970,1,"Environmental Science
Medicine
","",NA
"6023","Sehta Priyanka",57462907900,1,"Medicine
Biochemistry, Genetics and Molecular Biology
","",NA
"6024","Seidner C. J.",6505735309,1,"Psychology
","",NA
"6025","Semmler I. A.",6506251654,1,"","",NA
"6026","Sen C.",36780599900,1,"","",NA
"6027","Sen C.",57206355361,1,"Physics and Astronomy
","",NA
"6028","Sen S.",56288179000,1,"Physics and Astronomy
Materials Science
","",NA
"6029","Senapati L.",57604048600,1,"Mathematics
Physics and Astronomy
","",NA
"6030","Sengol A. M.C.",6504641207,1,"Earth and Planetary Sciences
Environmental Science
","",NA
"6031","Seo Hyojung",55573433000,1,"Biochemistry, Genetics and Molecular Biology
","",NA
"6032","Seong Kyu-kim",24492432500,1,"Environmental Science
","",NA
"6033","Serban Andreea",57196368483,1,"","",NA
